ID_Adresse,Adresse,Ville,État,Code_postale
97333,885 2nd St, San Francisco,CA,94016
97334,327 Washington St, Dallas,TX,75001
97335,75 West St, New York City,NY,10001
97336,496 Ridge St, Atlanta,GA,30301
97337,958 Jefferson St, New York City,NY,10001
97338,310 Willow St, San Francisco,CA,94016
97339,762 2nd St, Seattle,WA,98101
97340,436 Dogwood St, San Francisco,CA,94016
97341,702 Cedar St, Seattle,WA,98101
97342,970 14th St, Boston,MA,02215
97343,546 Sunset St, Portland,OR,97035
97344,81 14th St, Seattle,WA,98101
97345,465 Church St, Boston,MA,02215
97346,586 14th St, San Francisco,CA,94016
97347,703 Lake St, Dallas,TX,75001
97348,807 Cherry St, Portland,ME,04101
97349,894 10th St, Dallas,TX,75001
97350,425 West St, Portland,OR,97035
97351,607 Jefferson St, Boston,MA,02215
97352,593 Church St, Boston,MA,02215
97353,153 Cherry St, Austin,TX,73301
97354,443 Wilson St, Dallas,TX,75001
97355,546 Dogwood St, Los Angeles,CA,90001
97356,299 Walnut St, Boston,MA,02215
97357,858 Hill St, Boston,MA,02215
97358,155 8th St, Portland,OR,97035
97359,599 Lakeview St, Los Angeles,CA,90001
97360,33 Johnson St, Dallas,TX,75001
97361,886 Forest St, Boston,MA,02215
97362,474 South St, Los Angeles,CA,90001
97363,775 14th St, Atlanta,GA,30301
97364,598 10th St, San Francisco,CA,94016
97365,857 Elm St, Atlanta,GA,30301
97366,39 12th St, San Francisco,CA,94016
97367,41 South St, San Francisco,CA,94016
97368,978 Park St, Austin,TX,73301
97369,997 North St, Los Angeles,CA,90001
97370,698 Wilson St, New York City,NY,10001
97371,460 11th St, Los Angeles,CA,90001
97372,778 10th St, Los Angeles,CA,90001
97373,90 Pine St, New York City,NY,10001
97374,204 7th St, Seattle,WA,98101
97375,915 2nd St, Austin,TX,73301
97376,893 Walnut St, New York City,NY,10001
97377,274 Chestnut St, New York City,NY,10001
97378,226 Madison St, San Francisco,CA,94016
97379,575 Hill St, Seattle,WA,98101
97380,753 Cherry St, Boston,MA,02215
97381,671 6th St, Atlanta,GA,30301
97382,780 10th St, San Francisco,CA,94016
97383,169 Washington St, Dallas,TX,75001
97384,631 West St, Dallas,TX,75001
97385,180 Lincoln St, Seattle,WA,98101
97386,646 Elm St, Boston,MA,02215
97387,998 Center St, Portland,OR,97035
97388,265 Lake St, Boston,MA,02215
97389,512 1st St, Seattle,WA,98101
97390,420 13th St, Boston,MA,02215
97391,658 Lincoln St, Austin,TX,73301
97392,311 Walnut St, San Francisco,CA,94016
97393,797 8th St, San Francisco,CA,94016
97394,384 13th St, San Francisco,CA,94016
97395,185 Hill St, Portland,OR,97035
97396,333 12th St, San Francisco,CA,94016
97397,13 Dogwood St, San Francisco,CA,94016
97398,181 Sunset St, Portland,ME,04101
97399,733 Hill St, San Francisco,CA,94016
97400,377 Park St, New York City,NY,10001
97401,532 Pine St, Los Angeles,CA,90001
97402,124 Lakeview St, San Francisco,CA,94016
97403,648 Lake St, San Francisco,CA,94016
97404,409 6th St, San Francisco,CA,94016
97405,409 6th St, San Francisco,CA,94016
97406,768 8th St, Los Angeles,CA,90001
97407,768 8th St, Los Angeles,CA,90001
97408,353 Maple St, San Francisco,CA,94016
97409,727 Elm St, Portland,OR,97035
97410,812 West St, New York City,NY,10001
97411,226 Highland St, San Francisco,CA,94016
97412,33 River St, San Francisco,CA,94016
97413,171 River St, San Francisco,CA,94016
97414,518 5th St, Boston,MA,02215
97415,88 Lincoln St, Austin,TX,73301
97416,475 Sunset St, Dallas,TX,75001
97417,9 4th St, Dallas,TX,75001
97418,822 9th St, New York City,NY,10001
97419,36 Spruce St, San Francisco,CA,94016
97420,622 Dogwood St, Los Angeles,CA,90001
97421,337 Highland St, Seattle,WA,98101
97422,122 14th St, San Francisco,CA,94016
97423,572 Walnut St, Boston,MA,02215
97424,770 Pine St, Los Angeles,CA,90001
97425,67 10th St, Seattle,WA,98101
97426,974 14th St, Dallas,TX,75001
97427,639 Washington St, Boston,MA,02215
97428,461 Spruce St, New York City,NY,10001
97429,516 Pine St, New York City,NY,10001
97430,814 Park St, Boston,MA,02215
97431,675 Highland St, Atlanta,GA,30301
97432,198 Adams St, New York City,NY,10001
97433,638 13th St, Los Angeles,CA,90001
97434,976 Sunset St, New York City,NY,10001
97435,636 Forest St, Los Angeles,CA,90001
97436,72 9th St, New York City,NY,10001
97437,268 Johnson St, Dallas,TX,75001
97438,206 Pine St, San Francisco,CA,94016
97439,818 Highland St, Seattle,WA,98101
97440,818 Highland St, Seattle,WA,98101
97441,100 6th St, Boston,MA,02215
97442,898 Cedar St, San Francisco,CA,94016
97443,872 Walnut St, Los Angeles,CA,90001
97444,392 Hill St, New York City,NY,10001
97445,423 South St, New York City,NY,10001
97446,869 8th St, Atlanta,GA,30301
97447,74 Cedar St, Portland,OR,97035
97448,304 Cedar St, Austin,TX,73301
97449,474 Willow St, New York City,NY,10001
97450,661 10th St, Boston,MA,02215
97451,858 14th St, Los Angeles,CA,90001
97452,694 Elm St, New York City,NY,10001
97453,818 Highland St, Los Angeles,CA,90001
97454,330 Highland St, San Francisco,CA,94016
97455,440 6th St, Los Angeles,CA,90001
97456,561 Cherry St, Dallas,TX,75001
97457,844 Chestnut St, Seattle,WA,98101
97458,844 Chestnut St, Seattle,WA,98101
97459,753 Willow St, San Francisco,CA,94016
97460,171 9th St, San Francisco,CA,94016
97461,924 12th St, Los Angeles,CA,90001
97462,981 Highland St, Seattle,WA,98101
97463,476 Willow St, Atlanta,GA,30301
97464,29 Ridge St, Atlanta,GA,30301
97465,903 Elm St, San Francisco,CA,94016
97466,161 North St, San Francisco,CA,94016
97467,760 Willow St, Seattle,WA,98101
97468,44 11th St, Dallas,TX,75001
97469,714 South St, San Francisco,CA,94016
97470,271 12th St, New York City,NY,10001
97471,364 Cherry St, San Francisco,CA,94016
97472,498 Chestnut St, Seattle,WA,98101
97473,14 Willow St, New York City,NY,10001
97474,489 7th St, Los Angeles,CA,90001
97475,189 Walnut St, New York City,NY,10001
97476,759 River St, Portland,ME,04101
97477,183 Cherry St, San Francisco,CA,94016
97478,548 10th St, San Francisco,CA,94016
97479,330 Wilson St, Los Angeles,CA,90001
97480,143 Lake St, San Francisco,CA,94016
97481,829 Willow St, Atlanta,GA,30301
97482,160 Willow St, New York City,NY,10001
97483,346 Lincoln St, Austin,TX,73301
97484,341 2nd St, San Francisco,CA,94016
97485,341 2nd St, San Francisco,CA,94016
97486,457 1st St, Los Angeles,CA,90001
97487,39 Park St, Dallas,TX,75001
97488,852 Ridge St, Los Angeles,CA,90001
97489,801 7th St, Los Angeles,CA,90001
97490,53 Jackson St, Los Angeles,CA,90001
97491,899 Park St, Los Angeles,CA,90001
97492,159 Dogwood St, San Francisco,CA,94016
97493,943 7th St, San Francisco,CA,94016
97494,756 9th St, Los Angeles,CA,90001
97495,18 Hill St, Atlanta,GA,30301
97496,640 9th St, Portland,OR,97035
97497,96 Wilson St, New York City,NY,10001
97498,191 12th St, San Francisco,CA,94016
97499,810 Jefferson St, Atlanta,GA,30301
97500,585 Chestnut St, San Francisco,CA,94016
97501,655 Madison St, Dallas,TX,75001
97502,824 5th St, Boston,MA,02215
97503,526 Adams St, Los Angeles,CA,90001
97504,282 South St, Portland,OR,97035
97505,999 Forest St, San Francisco,CA,94016
97506,535 Hill St, Seattle,WA,98101
97507,890 Main St, New York City,NY,10001
97508,897 Lakeview St, Los Angeles,CA,90001
97509,345 Forest St, Seattle,WA,98101
97510,655 Center St, New York City,NY,10001
97511,599 Cherry St, San Francisco,CA,94016
97512,978 14th St, Los Angeles,CA,90001
97513,567 4th St, Los Angeles,CA,90001
97514,163 12th St, Atlanta,GA,30301
97515,759 10th St, San Francisco,CA,94016
97516,157 Willow St, San Francisco,CA,94016
97517,157 Willow St, San Francisco,CA,94016
97518,34 Forest St, Seattle,WA,98101
97519,31 Cedar St, Boston,MA,02215
97520,764 Ridge St, Austin,TX,73301
97521,223 13th St, Dallas,TX,75001
97522,294 Washington St, Seattle,WA,98101
97523,102 Johnson St, San Francisco,CA,94016
97524,771 Hill St, New York City,NY,10001
97525,710 Cherry St, Atlanta,GA,30301
97526,792 Johnson St, Boston,MA,02215
97527,664 Dogwood St, San Francisco,CA,94016
97528,708 6th St, San Francisco,CA,94016
97529,660 Church St, Austin,TX,73301
97530,517 Highland St, San Francisco,CA,94016
97531,840 4th St, New York City,NY,10001
97532,13 Lakeview St, San Francisco,CA,94016
97533,430 Walnut St, Dallas,TX,75001
97534,536 North St, New York City,NY,10001
97535,19 Jefferson St, Los Angeles,CA,90001
97536,319 Walnut St, New York City,NY,10001
97537,433 Main St, San Francisco,CA,94016
97538,49 Dogwood St, Portland,OR,97035
97539,239 Church St, San Francisco,CA,94016
97540,600 12th St, New York City,NY,10001
97541,863 Spruce St, Los Angeles,CA,90001
97542,83 Adams St, New York City,NY,10001
97543,340 Jackson St, Dallas,TX,75001
97544,533 Jefferson St, New York City,NY,10001
97545,468 7th St, Portland,ME,04101
97546,417 Church St, Boston,MA,02215
97547,596 West St, San Francisco,CA,94016
97548,562 14th St, Atlanta,GA,30301
97549,243 River St, New York City,NY,10001
97550,890 Madison St, New York City,NY,10001
97551,134 Pine St, Seattle,WA,98101
97552,418 4th St, Los Angeles,CA,90001
97553,455 8th St, Atlanta,GA,30301
97554,723 12th St, Los Angeles,CA,90001
97555,462 South St, Boston,MA,02215
97556,176 Lake St, Seattle,WA,98101
97557,475 2nd St, San Francisco,CA,94016
97558,983 7th St, San Francisco,CA,94016
97559,632 Cherry St, San Francisco,CA,94016
97560,228 Sunset St, New York City,NY,10001
97561,228 Sunset St, New York City,NY,10001
97562,679 Chestnut St, San Francisco,CA,94016
97563,650 River St, Portland,OR,97035
97564,19 Washington St, New York City,NY,10001
97565,572 9th St, New York City,NY,10001
97566,294 West St, Los Angeles,CA,90001
97567,603 Willow St, Boston,MA,02215
97568,567 7th St, San Francisco,CA,94016
97569,813 Maple St, San Francisco,CA,94016
97570,22 West St, Dallas,TX,75001
97571,800 2nd St, New York City,NY,10001
97572,92 7th St, San Francisco,CA,94016
97573,812 Hill St, Los Angeles,CA,90001
97574,34 Jefferson St, New York City,NY,10001
97575,34 Jefferson St, New York City,NY,10001
97576,165 Lakeview St, Seattle,WA,98101
97577,861 Lincoln St, San Francisco,CA,94016
97578,263 Lincoln St, Atlanta,GA,30301
97579,228 Sunset St, Los Angeles,CA,90001
97580,698 Willow St, Portland,ME,04101
97581,895 Dogwood St, San Francisco,CA,94016
97582,665 Elm St, Dallas,TX,75001
97583,299 Willow St, Atlanta,GA,30301
97584,409 11th St, New York City,NY,10001
97585,967 Willow St, Portland,OR,97035
97586,573 Hill St, New York City,NY,10001
97587,886 Walnut St, San Francisco,CA,94016
97588,938 Adams St, San Francisco,CA,94016
97589,109 7th St, New York City,NY,10001
97590,109 7th St, New York City,NY,10001
97591,655 14th St, San Francisco,CA,94016
97592,795 Cedar St, Boston,MA,02215
97593,124 Meadow St, Los Angeles,CA,90001
97594,113 Main St, Dallas,TX,75001
97595,799 11th St, San Francisco,CA,94016
97596,481 Chestnut St, San Francisco,CA,94016
97597,532 Lakeview St, Portland,OR,97035
97598,917 5th St, San Francisco,CA,94016
97599,694 Maple St, San Francisco,CA,94016
97600,31 8th St, San Francisco,CA,94016
97601,293 Center St, San Francisco,CA,94016
97602,800 Jackson St, Dallas,TX,75001
97603,123 1st St, San Francisco,CA,94016
97604,880 9th St, Dallas,TX,75001
97605,560 Sunset St, Seattle,WA,98101
97606,920 10th St, Boston,MA,02215
97607,758 Church St, Dallas,TX,75001
97608,848 Johnson St, New York City,NY,10001
97609,218 Jefferson St, New York City,NY,10001
97610,105 Jackson St, Los Angeles,CA,90001
97611,962 Hickory St, Los Angeles,CA,90001
97612,276 Forest St, Boston,MA,02215
97613,602 Lincoln St, San Francisco,CA,94016
97614,384 Main St, San Francisco,CA,94016
97615,Purchase Address,,None,
97616,469 Highland St, Los Angeles,CA,90001
97617,611 Madison St, New York City,NY,10001
97618,305 4th St, Atlanta,GA,30301
97619,515 Willow St, San Francisco,CA,94016
97620,278 14th St, Seattle,WA,98101
97621,907 Willow St, Atlanta,GA,30301
97622,573 Cherry St, Dallas,TX,75001
97623,80 4th St, Dallas,TX,75001
97624,552 Willow St, Austin,TX,73301
97625,374 4th St, Dallas,TX,75001
97626,413 10th St, Los Angeles,CA,90001
97627,131 South St, Seattle,WA,98101
97628,675 Church St, Boston,MA,02215
97629,780 Wilson St, Boston,MA,02215
97630,882 South St, New York City,NY,10001
97631,388 10th St, Dallas,TX,75001
97632,327 13th St, Los Angeles,CA,90001
97633,872 Washington St, New York City,NY,10001
97634,618 Chestnut St, San Francisco,CA,94016
97635,411 Pine St, Atlanta,GA,30301
97636,100 Lake St, Dallas,TX,75001
97637,854 Pine St, Dallas,TX,75001
97638,135 Cedar St, San Francisco,CA,94016
97639,785 Lakeview St, Los Angeles,CA,90001
97640,416 West St, San Francisco,CA,94016
97641,710 West St, San Francisco,CA,94016
97642,132 10th St, Austin,TX,73301
97643,177 Park St, Dallas,TX,75001
97644,322 10th St, Boston,MA,02215
97645,567 South St, San Francisco,CA,94016
97646,510 11th St, Los Angeles,CA,90001
97647,443 Highland St, New York City,NY,10001
97648,724 Hill St, Los Angeles,CA,90001
97649,952 7th St, Seattle,WA,98101
97650,552 Walnut St, Los Angeles,CA,90001
97651,430 Park St, Atlanta,GA,30301
97652,46 Center St, Dallas,TX,75001
97653,941 Pine St, San Francisco,CA,94016
97654,85 Sunset St, Boston,MA,02215
97655,636 Madison St, New York City,NY,10001
97656,10 Adams St, Atlanta,GA,30301
97657,650 Center St, New York City,NY,10001
97658,855 4th St, San Francisco,CA,94016
97659,624 West St, San Francisco,CA,94016
97660,430 Maple St, Atlanta,GA,30301
97661,214 Dogwood St, New York City,NY,10001
97662,250 Pine St, New York City,NY,10001
97663,Purchase Address,,None,
97664,852 Highland St, San Francisco,CA,94016
97665,214 Washington St, Dallas,TX,75001
97666,749 Maple St, New York City,NY,10001
97667,650 Pine St, San Francisco,CA,94016
97668,68 Highland St, San Francisco,CA,94016
97669,77 Church St, Los Angeles,CA,90001
97670,620 Cherry St, Dallas,TX,75001
97671,821 Hickory St, Boston,MA,02215
97672,967 Pine St, Boston,MA,02215
97673,137 Forest St, Portland,OR,97035
97674,963 Elm St, New York City,NY,10001
97675,885 Madison St, Los Angeles,CA,90001
97676,932 North St, San Francisco,CA,94016
97677,513 North St, Dallas,TX,75001
97678,840 Cherry St, Seattle,WA,98101
97679,710 Elm St, San Francisco,CA,94016
97680,125 Wilson St, Dallas,TX,75001
97681,573 South St, Seattle,WA,98101
97682,644 11th St, Dallas,TX,75001
97683,611 Lincoln St, Los Angeles,CA,90001
97684,631 Lakeview St, San Francisco,CA,94016
97685,908 Willow St, Austin,TX,73301
97686,53 8th St, Austin,TX,73301
97687,533 Jefferson St, San Francisco,CA,94016
97688,133 4th St, Portland,ME,04101
97689,429 Hickory St, Seattle,WA,98101
97690,733 Walnut St, San Francisco,CA,94016
97691,908 Ridge St, Los Angeles,CA,90001
97692,678 8th St, New York City,NY,10001
97693,800 Meadow St, Los Angeles,CA,90001
97694,130 Center St, Seattle,WA,98101
97695,698 Washington St, New York City,NY,10001
97696,292 7th St, Los Angeles,CA,90001
97697,230 4th St, San Francisco,CA,94016
97698,368 Cherry St, Seattle,WA,98101
97699,588 Madison St, New York City,NY,10001
97700,333 Cherry St, Dallas,TX,75001
97701,896 River St, Atlanta,GA,30301
97702,448 Main St, Austin,TX,73301
97703,418 Pine St, San Francisco,CA,94016
97704,836 Willow St, Los Angeles,CA,90001
97705,703 Wilson St, Atlanta,GA,30301
97706,975 1st St, Boston,MA,02215
97707,285 Cedar St, San Francisco,CA,94016
97708,285 Cedar St, San Francisco,CA,94016
97709,35 Adams St, Dallas,TX,75001
97710,683 Maple St, New York City,NY,10001
97711,456 4th St, New York City,NY,10001
97712,513 Elm St, Dallas,TX,75001
97713,834 Wilson St, Boston,MA,02215
97714,767 Sunset St, San Francisco,CA,94016
97715,299 9th St, San Francisco,CA,94016
97716,498 Lincoln St, New York City,NY,10001
97717,844 Spruce St, Atlanta,GA,30301
97718,844 Spruce St, Atlanta,GA,30301
97719,519 River St, Boston,MA,02215
97720,380 Wilson St, Atlanta,GA,30301
97721,93 Lake St, Austin,TX,73301
97722,225 Hill St, Dallas,TX,75001
97723,480 2nd St, Boston,MA,02215
97724,694 Wilson St, Austin,TX,73301
97725,683 Lakeview St, San Francisco,CA,94016
97726,701 Highland St, New York City,NY,10001
97727,881 12th St, Atlanta,GA,30301
97728,730 Walnut St, Dallas,TX,75001
97729,40 9th St, San Francisco,CA,94016
97730,454 Lake St, Dallas,TX,75001
97731,424 Jackson St, Portland,OR,97035
97732,557 River St, Portland,OR,97035
97733,328 Forest St, Los Angeles,CA,90001
97734,729 Forest St, San Francisco,CA,94016
97735,123 Meadow St, San Francisco,CA,94016
97736,886 Jefferson St, Portland,ME,04101
97737,417 Hickory St, Dallas,TX,75001
97738,623 Church St, San Francisco,CA,94016
97739,532 Lakeview St, Los Angeles,CA,90001
97740,753 Pine St, Portland,ME,04101
97741,384 10th St, Austin,TX,73301
97742,735 Main St, Dallas,TX,75001
97743,52 West St, New York City,NY,10001
97744,534 1st St, Los Angeles,CA,90001
97745,937 Spruce St, Los Angeles,CA,90001
97746,25 Chestnut St, Seattle,WA,98101
97747,613 4th St, Seattle,WA,98101
97748,894 14th St, New York City,NY,10001
97749,378 Highland St, New York City,NY,10001
97750,210 13th St, Seattle,WA,98101
97751,637 9th St, Seattle,WA,98101
97752,976 Chestnut St, Dallas,TX,75001
97753,874 Highland St, Atlanta,GA,30301
97754,71 Spruce St, San Francisco,CA,94016
97755,499 Cherry St, New York City,NY,10001
97756,197 Main St, San Francisco,CA,94016
97757,575 Spruce St, Los Angeles,CA,90001
97758,644 8th St, Los Angeles,CA,90001
97759,383 5th St, Los Angeles,CA,90001
97760,711 Spruce St, Los Angeles,CA,90001
97761,319 Pine St, Austin,TX,73301
97762,194 River St, Atlanta,GA,30301
97763,461 11th St, Boston,MA,02215
97764,247 11th St, Austin,TX,73301
97765,242 Washington St, San Francisco,CA,94016
97766,332 Pine St, Seattle,WA,98101
97767,743 Jackson St, San Francisco,CA,94016
97768,937 Lake St, Boston,MA,02215
97769,571 Adams St, San Francisco,CA,94016
97770,477 River St, Los Angeles,CA,90001
97771,483 Spruce St, Los Angeles,CA,90001
97772,413 Sunset St, Los Angeles,CA,90001
97773,577 8th St, San Francisco,CA,94016
97774,88 Adams St, San Francisco,CA,94016
97775,234 7th St, Boston,MA,02215
97776,939 Maple St, Los Angeles,CA,90001
97777,779 Church St, New York City,NY,10001
97778,589 Maple St, San Francisco,CA,94016
97779,795 River St, New York City,NY,10001
97780,634 Pine St, Atlanta,GA,30301
97781,810 5th St, Austin,TX,73301
97782,882 Lake St, San Francisco,CA,94016
97783,696 13th St, Los Angeles,CA,90001
97784,329 Willow St, Austin,TX,73301
97785,107 Spruce St, Atlanta,GA,30301
97786,36 Chestnut St, Austin,TX,73301
97787,862 River St, Austin,TX,73301
97788,618 Park St, Boston,MA,02215
97789,21 14th St, Los Angeles,CA,90001
97790,878 Chestnut St, Boston,MA,02215
97791,933 Spruce St, Los Angeles,CA,90001
97792,644 Madison St, Los Angeles,CA,90001
97793,574 Johnson St, New York City,NY,10001
97794,966 1st St, Boston,MA,02215
97795,371 Johnson St, San Francisco,CA,94016
97796,72 Lake St, Los Angeles,CA,90001
97797,761 Forest St, Portland,ME,04101
97798,509 10th St, San Francisco,CA,94016
97799,918 11th St, Portland,OR,97035
